no_of_accidents,accident_severity,number_of_vehicles,number_of_casualties,first_road_class,first_road_number,road_type,speed_limit,junction_detail,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,year,hour,day_1,day_2,day_3,day_4,day_5,day_6,day_7,location,month
1.0,3.0,1.0,1.0,3.0,4040.0,6.0,30.0,6.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,3.0
2.0,2.0,4.0,2.0,3.0,5127.0,3.0,30.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,4.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,9.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,6.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,7.0
2.0,2.0,4.0,4.0,3.0,5127.0,6.0,30.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,8.0
3.0,3.0,6.0,6.0,3.0,5127.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2020.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,106.0,9.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,3.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2020.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,10.0
1.0,3.0,2.0,1.0,6.0,0.0,1.0,30.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,107.0,1.0
2.0,1.0,4.0,2.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,6.0
1.0,3.0,1.0,1.0,4.0,4531.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2019.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0,9.0
1.0,3.0,1.0,1.0,4.0,4142.0,6.0,30.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2019.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107.0,10.0
1.0,2.0,2.0,1.0,4.0,4531.0,6.0,30.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,4.0
1.0,3.0,2.0,1.0,4.0,4531.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107.0,9.0
1.0,3.0,2.0,1.0,6.0,0.0,1.0,30.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,0.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,1.0,2.0,2017.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,1.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,7.0
1.0,2.0,1.0,2.0,6.0,0.0,2.0,30.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2020.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,1.0
1.0,2.0,3.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,8.0
1.0,3.0,2.0,2.0,3.0,452.0,3.0,30.0,6.0,2.0,5.0,1.0,8.0,2.0,0.0,0.0,1.0,2.0,2017.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,1.0
1.0,3.0,2.0,1.0,3.0,5127.0,3.0,30.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,2.0
1.0,2.0,1.0,1.0,3.0,452.0,3.0,30.0,6.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0,3.0
1.0,3.0,2.0,2.0,6.0,0.0,6.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,109.0,5.0
1.0,3.0,2.0,1.0,3.0,452.0,1.0,40.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2017.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0,7.0
1.0,3.0,2.0,2.0,3.0,452.0,3.0,30.0,6.0,0.0,8.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,8.0
1.0,3.0,4.0,2.0,3.0,452.0,6.0,30.0,3.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0
2.0,3.0,4.0,2.0,3.0,452.0,1.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,109.0,1.0
2.0,3.0,4.0,2.0,3.0,452.0,3.0,30.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,2.0,2018.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,5.0
2.0,3.0,4.0,2.0,3.0,452.0,3.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,109.0,8.0
1.0,3.0,2.0,2.0,3.0,452.0,3.0,30.0,6.0,0.0,8.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2018.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.0,10.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,9.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,6.0
1.0,3.0,3.0,1.0,3.0,452.0,3.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,8.0
1.0,3.0,2.0,2.0,3.0,452.0,3.0,40.0,6.0,0.0,8.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109.0,2.0
2.0,2.0,3.0,2.0,3.0,452.0,3.0,40.0,6.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,109.0,6.0
2.0,3.0,6.0,4.0,3.0,452.0,6.0,30.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,109.0,9.0
1.0,2.0,2.0,1.0,3.0,452.0,6.0,30.0,3.0,0.0,4.0,4.0,8.0,2.0,0.0,0.0,1.0,2.0,2020.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,10.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2017.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,110.0,0.0
1.0,3.0,2.0,1.0,3.0,452.0,1.0,30.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,5.0
1.0,3.0,2.0,1.0,3.0,452.0,1.0,30.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,2.0,2017.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,11.0
1.0,3.0,2.0,1.0,6.0,0.0,3.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.0,3.0
1.0,3.0,1.0,1.0,3.0,452.0,3.0,40.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0
1.0,3.0,2.0,1.0,3.0,452.0,3.0,30.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2019.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,4.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,8.0
1.0,3.0,3.0,1.0,3.0,452.0,3.0,40.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2019.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,9.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,2.0
2.0,3.0,5.0,2.0,4.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0,4.0
1.0,3.0,2.0,1.0,4.0,4142.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,8.0
1.0,3.0,1.0,1.0,4.0,4531.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0,4.0
1.0,3.0,3.0,3.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,8.0
1.0,3.0,2.0,2.0,4.0,4531.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,11.0
2.0,2.0,3.0,2.0,4.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,111.0,1.0
1.0,2.0,1.0,1.0,4.0,4142.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,4.0
2.0,2.0,4.0,2.0,4.0,4142.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,111.0,5.0
1.0,3.0,2.0,2.0,4.0,4142.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0,3.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,7.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,8.0
2.0,3.0,4.0,3.0,4.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,112.0,2.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,4.0
1.0,3.0,2.0,1.0,3.0,4040.0,1.0,30.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,5.0
1.0,3.0,1.0,1.0,6.0,0.0,2.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,6.0
3.0,3.0,5.0,3.0,4.0,4531.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,112.0,9.0
3.0,3.0,5.0,3.0,3.0,5127.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,112.0,10.0
1.0,3.0,2.0,2.0,3.0,5127.0,3.0,30.0,6.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2017.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,11.0
2.0,3.0,3.0,2.0,3.0,4142.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,112.0,0.0
2.0,3.0,4.0,3.0,3.0,0.0,1.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,112.0,2.0
1.0,3.0,1.0,1.0,6.0,0.0,2.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,5.0
2.0,3.0,3.0,3.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,112.0,6.0
1.0,3.0,3.0,1.0,3.0,5127.0,3.0,30.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,8.0
2.0,2.0,4.0,4.0,3.0,0.0,1.0,30.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0,11.0
3.0,3.0,6.0,6.0,3.0,0.0,6.0,30.0,6.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,1.0
2.0,2.0,4.0,9.0,4.0,4142.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,2.0
4.0,3.0,6.0,7.0,4.0,4531.0,6.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,112.0,3.0
2.0,2.0,3.0,2.0,3.0,0.0,3.0,30.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,112.0,4.0
1.0,3.0,1.0,1.0,6.0,0.0,2.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2019.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,5.0
2.0,3.0,4.0,2.0,3.0,4531.0,3.0,30.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,6.0
1.0,3.0,1.0,1.0,6.0,0.0,2.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,8.0
2.0,3.0,3.0,2.0,3.0,5127.0,3.0,30.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2019.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,112.0,9.0
3.0,3.0,3.0,3.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,8.0,2.0,0.0,0.0,1.0,2.0,2019.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,112.0,10.0
1.0,3.0,1.0,1.0,4.0,4142.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,11.0
2.0,2.0,2.0,2.0,3.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,112.0,0.0
2.0,2.0,3.0,2.0,3.0,5127.0,3.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,112.0,1.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2020.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0,2.0
1.0,2.0,2.0,1.0,3.0,4040.0,1.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0,3.0
1.0,3.0,2.0,1.0,3.0,5127.0,3.0,30.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,6.0
1.0,2.0,2.0,2.0,3.0,5127.0,6.0,30.0,6.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0,7.0
1.0,3.0,2.0,1.0,4.0,4531.0,6.0,30.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,112.0,8.0
6.0,3.0,11.0,7.0,3.0,5127.0,6.0,30.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2020.0,15.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,112.0,9.0
2.0,2.0,3.0,2.0,3.0,4040.0,1.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,112.0,10.0
1.0,3.0,2.0,1.0,4.0,4142.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,11.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,8.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2018.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,9.0
1.0,2.0,2.0,2.0,6.0,0.0,6.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.0,1.0
1.0,2.0,2.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,2.0,2019.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,2.0
1.0,3.0,2.0,1.0,6.0,0.0,1.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,4.0
2.0,3.0,4.0,3.0,6.0,0.0,3.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,114.0,2.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,9.0
2.0,3.0,4.0,5.0,4.0,0.0,3.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,114.0,7.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,114.0,8.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,2020.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,10.0
1.0,3.0,4.0,2.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,4.0
1.0,2.0,3.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,2.0,2017.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0,6.0
1.0,2.0,1.0,1.0,6.0,0.0,6.0,30.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,10.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,1.0
1.0,3.0,2.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,2.0,2019.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0,5.0
1.0,3.0,4.0,1.0,6.0,0.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0,11.0
1.0,3.0,1.0,1.0,6.0,0.0,6.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2020.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0,8.0
3.0,3.0,5.0,3.0,3.0,4040.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2017.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,116.0,0.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,116.0,2.0
1.0,3.0,2.0,1.0,3.0,4040.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,5.0
4.0,3.0,5.0,4.0,3.0,4040.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,116.0,6.0
1.0,3.0,2.0,2.0,3.0,4040.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2017.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,8.0
1.0,3.0,2.0,2.0,3.0,4040.0,6.0,30.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,0.0,1.0,2.0,2017.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,11.0
1.0,3.0,2.0,1.0,6.0,0.0,2.0,30.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,0.0
2.0,3.0,3.0,3.0,3.0,0.0,6.0,30.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,116.0,2.0
1.0,2.0,1.0,1.0,3.0,4040.0,6.0,30.0,3.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,2.0,2018.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,4.0
1.0,3.0,2.0,1.0,3.0,5127.0,6.0,30.0,8.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2018.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,8.0
2.0,1.0,4.0,2.0,3.0,5127.0,6.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2018.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,116.0,11.0
1.0,3.0,2.0,1.0,3.0,4040.0,1.0,30.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2019.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,116.0,2.0
1.0,2.0,1.0,1.0,4.0,4139.0,6.0,30.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2019.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,3.0
